time_s,rms,onset_strength,spectral_centroid,spectral_bandwidth,spectral_contrast,pitch_midi,pitch_confidence,beat_phase,rhythm_density,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
2.880000,0.04731934,0.88868028,1403.45764212,2264.77899248,21.46215897,56.71634861,0.07458713,0.13250883,0.16666667,-301.11965676,161.67264656,-8.50548970,24.83236580,34.21258400,13.40500866,-2.58546340,0.34841668,8.87306804,10.14991385,13.86337930,-3.87842616,-6.76375912,1.26013704,0.98908251,0.68957738,0.61586527,-0.54690079,-0.31785261,0.76627748,0.45304309,-0.09348187,-0.06961391,-0.17964610,0.08090564,0.18753279,0.04356083,0.07132914,0.03940653,0.06441862,1.00000000,0.12566078,0.04203645,0.16074614,0.07299384,0.54439893,0.06809930,0.27976940
2.890667,0.05004843,0.89564414,1369.28386886,2220.92608647,20.64577693,40.64816448,0.07819304,0.15135453,0.16666667,-295.62467214,164.95935615,-11.04748775,23.22655750,33.94110280,12.74265452,-1.85809908,-0.15712380,5.64344255,6.51687000,13.53560143,1.22826786,-1.73824316,1.45349323,1.44204107,1.05224997,0.42754332,-1.00345799,-0.66434725,0.86011755,0.68817735,-0.43085466,-0.60172184,-0.55955127,-0.09343865,0.33842034,0.04057210,0.07557249,0.03712500,0.06218116,1.00000000,0.12398679,0.04075658,0.15293535,0.08408489,0.58693980,0.06273762,0.26970003
2.901333,0.05203632,0.93899731,1326.77523054,2126.45689153,24.22771972,39.97438729,0.08309971,0.17020024,0.16666667,-292.93755658,170.76620281,-10.19554264,17.48335273,32.60283405,14.72753814,1.91453934,2.45980746,1.55911812,2.55125466,12.14196881,0.32352995,-0.35892042,1.04959925,1.29135498,1.22229014,0.29494119,-1.01132716,-0.40727634,0.87224704,0.76402556,-0.21894253,-0.71683125,-0.85143246,-0.18847228,0.47464086,0.03805183,0.07311623,0.04226362,0.06634103,1.00000000,0.11933300,0.04172998,0.14304732,0.09174966,0.61267999,0.06043707,0.25588559
2.912000,0.05668168,1.05271860,1185.55984176,2056.52615016,20.30944444,39.67648884,0.09551434,0.18904594,0.08333333,-295.41495179,173.87981054,-2.21928005,20.63891177,30.46780806,12.99398954,1.75133415,1.53467310,4.45961401,3.65470578,9.76732994,0.09469392,-1.21839037,0.45919669,1.03944647,1.03786521,-0.07473172,-0.44481688,0.26655392,0.54916550,0.26103061,-0.03345731,-0.71494748,-1.56743103,-0.62159471,0.41301322,0.03756883,0.05876975,0.04084537,0.06142143,1.00000000,0.11543907,0.04177095,0.12474802,0.09631272,0.62355941,0.06479516,0.23546535
2.922667,0.05807000,0.80247630,1174.50298735,2068.41150621,21.80092253,40.79019409,0.10452641,0.20789164,0.08333333,-297.54354490,173.68637397,0.89137058,23.67027176,31.68031704,12.68416902,1.60802279,-0.15859547,3.59024427,6.15849053,8.96904814,1.39639057,5.14348623,-0.00446480,0.88750253,0.74489670,-0.47199075,0.01781040,0.73963267,0.62568687,0.47479533,0.78736919,-0.11154176,-1.84412457,-1.04236475,0.34324402,0.03991133,0.05431761,0.03951464,0.05689631,1.00000000,0.11217336,0.04548582,0.12065273,0.09933299,0.62577078,0.07055532,0.24526354
2.933333,0.06001244,0.69072749,1272.56042761,2140.35642804,20.72998755,39.53540561,0.10423344,0.22673734,0.16666667,-295.46488622,170.79416089,-1.96981371,23.50646866,29.70802594,11.95747985,0.71113420,2.57454409,4.32619831,3.91700669,8.08569533,-2.55197487,2.93190447,-0.30659876,0.65981701,0.58795176,-0.49296442,-0.16713803,0.17233632,0.49833787,0.69926434,1.29235346,0.41406735,-1.97021218,-1.53728752,-0.01573657,0.04184331,0.05263561,0.03810871,0.05320079,1.00000000,0.11390257,0.04666883,0.11162637,0.09646608,0.61298135,0.07530814,0.26205657
2.944000,0.05936043,0.67645565,1215.36200580,2151.21548238,22.59658896,40.73776144,0.11287126,0.24558304,0.16666667,-297.57098314,169.41042630,0.03472490,24.69623747,30.03424962,14.59061229,1.19734175,2.56440906,7.59070574,5.42107221,5.97918973,-5.86035360,-0.28647505,0.00959154,0.87434045,0.38159109,-0.45237873,-0.31479519,-0.54040581,0.35394000,0.89233646,1.47422385,0.59266196,-1.75895990,-1.27472573,-0.21120976,0.04207129,0.05521813,0.03776781,0.05705998,1.00000000,0.11191282,0.04243121,0.09715715,0.09298309,0.60246341,0.07482836,0.27019442
2.954667,0.06061503,0.90413785,1253.83402705,2169.61963675,21.70157318,39.30708383,0.11007262,0.26442874,0.16666667,-299.48831609,169.19857649,-4.38564989,19.99490201,34.88791416,19.40538655,1.43848176,1.16467872,9.81320290,6.23642092,0.32699427,-9.43445737,-3.52803965,0.67959109,1.37257063,-0.27616194,-1.09171303,-0.31924252,-0.87212160,0.15466621,0.89410830,1.25960976,0.49933334,-1.25061920,-0.67664557,-0.21084568,0.04286213,0.07176068,0.04084534,0.05547935,1.00000000,0.11161416,0.04571190,0.08754370,0.09497488,0.59975678,0.07733406,0.27632605
2.965333,0.05976488,0.78912863,1153.90637052,2040.22239717,21.23483618,40.51443684,0.12420285,0.28327444,0.16666667,-295.95969893,173.25506999,-7.50591791,15.85291461,35.24386923,19.83004000,4.94605278,6.16672626,14.57384571,7.18664019,-0.39023574,-7.76324447,-1.34654787,0.58866437,1.57115859,-0.22879674,-1.23406433,-0.23911869,-1.01253805,-0.11367162,0.62683451,1.19171516,0.79256659,-0.37978110,0.13026868,-0.17001800,0.04254656,0.08933036,0.03878465,0.05775425,1.00000000,0.11386877,0.05173019,0.07853885,0.09975106,0.59011761,0.07882645,0.26750403
2.976000,0.06432109,0.79153287,1193.18341121,2040.67508806,21.40995217,39.66687865,0.12339149,0.30212014,0.16666667,-295.91350504,176.39956479,-2.94808359,17.12043325,27.65471975,7.81851367,3.60243034,7.05589826,11.59078894,8.14483813,-1.15079547,-9.18720239,1.27874380,-0.03807568,1.60833490,0.47440616,-0.78650911,-0.15148981,-1.24264308,-0.23055811,-0.02133859,0.51546630,1.22001895,0.59346105,0.88670772,0.14624944,0.04030896,0.09101866,0.04130517,0.05283902,1.00000000,0.11057205,0.05713516,0.07499565,0.10204342,0.56793657,0.07818289,0.27475512
2.986667,0.06099056,0.97553806,1078.84324003,1922.16794618,19.31012215,40.40903281,0.13633375,0.32096584,0.08333333,-292.20583405,182.60604201,0.87752968,18.12310095,26.91397431,5.06814574,3.98446538,8.89374101,11.46054280,6.97965640,0.56548164,-5.53549555,-0.53991431,-0.58998399,1.63822100,1.31127662,-0.28221070,-0.15757219,-1.44071862,-0.32469931,-0.41506906,-0.23265427,1.14894452,1.01739632,1.04363481,0.16572728,0.04335262,0.08645193,0.03958490,0.05380604,1.00000000,0.10522592,0.06425508,0.08113407,0.09737862,0.55670250,0.07591696,0.29222409
2.997333,0.06282819,0.84828343,1153.99615640,1946.34896869,19.34278440,39.77701340,0.13986076,0.33981154,0.08333333,-289.40288025,184.01475601,-3.97703281,13.82744286,28.97817557,6.38380920,-0.09383053,5.01578881,12.07295613,7.97352369,3.52131857,-1.06273861,0.97307333,-1.22636967,1.48569261,1.96621727,-0.16861069,-0.25135352,-1.10960131,-0.17877466,-0.60454161,-0.72692399,0.76277858,1.01746127,1.43114644,0.61279531,0.04776251,0.06995493,0.04146513,0.05606003,1.00000000,0.09975112,0.07448386,0.08479077,0.09600965,0.53376323,0.07360190,0.30745889
3.008000,0.06312560,0.92502517,1126.78464693,1990.85818382,19.54306370,39.87164530,0.13983070,0.35865724,0.08333333,-296.83636114,178.94025158,-1.81596021,16.42376161,32.00936068,9.33430274,-1.42787697,2.77551785,13.27658825,13.74820519,9.77191573,2.00925084,2.98736338,-2.05473140,1.14834536,2.14903594,-0.41525624,0.15332639,-0.45570682,-0.08569296,-0.47489553,-1.05585574,0.15702257,0.59969155,1.13137169,0.47011783,0.05141633,0.04518370,0.03620044,0.04742074,1.00000000,0.09793063,0.07331074,0.07827099,0.09292509,0.48927162,0.06810213,0.31526176
3.018667,0.06309105,0.93289493,1061.52971238,1946.60066793,21.32595138,40.60627336,0.14547079,0.37750294,0.08333333,-302.56817200,178.02598272,4.23412211,20.42937194,30.99168853,7.46132798,0.22822961,-0.51117515,7.44222999,15.15513579,12.30697504,0.10364104,0.21805237,-2.91867895,0.42885785,1.91535982,-0.40430360,1.03019066,0.50913966,0.14815684,-0.20550658,-0.82040127,0.12752364,0.35777552,0.58459434,0.16323610,0.05187800,0.03413809,0.03522638,0.05334649,1.00000000,0.09562058,0.06489854,0.06758817,0.08289762,0.44965445,0.05811809,0.32826121
3.029333,0.06473260,0.51413472,996.56047965,1886.67022968,19.69719906,39.57292342,0.14739975,0.39634865,0.08333333,-305.30017611,182.61679810,10.65130359,20.67504866,31.87922625,7.54442172,1.34557123,-0.19910481,6.40720837,12.72824999,6.00604469,-4.27676880,-2.70067287,-3.39824582,-0.07352723,1.56985447,-0.71387777,1.01828897,0.61034486,0.33849050,0.20359791,-0.73341980,-0.03026401,-0.00405717,0.06397918,-0.03268139,0.05385288,0.03534360,0.03375978,0.05354473,1.00000000,0.09278401,0.06082694,0.06092488,0.07235770,0.42217802,0.04978080,0.32980478
3.040000,0.06200698,0.75252849,962.63617415,1835.65681761,20.76863078,40.63633849,0.15557368,0.41519435,0.08333333,-306.39353796,184.56590813,8.57196258,12.61950665,30.69876264,11.08763418,4.49740899,2.18402043,6.65458917,8.32460623,1.76120921,2.88627412,6.32801010,-2.99565550,0.17306135,1.52911112,-0.81258400,0.83908109,0.63755450,0.88333929,0.94624870,-0.60566024,-0.40792165,-0.36528356,-0.17797419,-0.15342422,0.05338868,0.02769004,0.03413678,0.05403082,1.00000000,0.09461399,0.05896710,0.06184766,0.06449117,0.40224924,0.04902845,0.32582285
3.050667,0.06471337,0.68548737,966.65894566,1813.16067796,19.84949675,39.44764065,0.14714290,0.43404005,0.08333333,-309.08215128,185.84730817,9.14991090,10.07330979,32.27472874,9.03507963,4.22835645,8.62536558,6.12250818,4.73745281,1.50443835,-0.76873480,3.18740435,-2.30414346,0.35268660,1.01859027,-0.99915512,0.92324434,0.66294399,0.73986820,0.94641594,-0.80146557,-1.10536746,-0.77769031,-0.13951480,-0.02095393,0.05481932,0.02946627,0.03344064,0.05515219,1.00000000,0.08938376,0.05611768,0.05457826,0.05690727,0.37213984,0.05290220,0.31367475
3.061333,0.05911085,0.76871432,910.06847076,1793.26723651,18.57727181,40.47600066,0.16181332,0.45288575,0.00000000,-316.42516880,179.20677023,10.18671422,16.63436894,38.25925394,10.57596591,2.65288278,6.33412097,7.71482436,11.81879288,5.33314228,-4.39635928,-0.32366300,-2.01435570,0.14079996,0.74805145,-0.64451352,1.43864570,0.91035442,0.12152453,0.39676428,-0.85206374,-1.16803301,-0.55713188,0.29710479,0.47022316,0.05558993,0.02960315,0.03530073,0.04970199,1.00000000,0.08347110,0.05008312,0.04989439,0.05208395,0.34600206,0.05110568,0.30530528
3.072000,0.06503279,0.65635736,987.79784836,1845.41415415,18.10607811,39.61951380,0.15557929,0.47173145,0.00000000,-315.83356834,180.02061323,7.23514080,10.43743202,35.16804750,10.32223612,3.10637629,7.36023772,7.50179481,9.85475293,5.91593651,-1.38225780,-1.68509278,-1.47971364,-0.08934510,0.57147998,-0.03847653,1.62809166,0.92820463,-0.70273255,-0.77817536,-1.23326375,-0.87628362,0.17795785,0.66550801,0.74484533,0.05549907,0.02999590,0.03515741,0.04539642,1.00000000,0.07792518,0.05142520,0.05254406,0.04928570,0.32682004,0.05313944,0.29159626
3.082667,0.06219693,0.44461472,887.74339159,1744.78747973,18.05393029,40.38444752,0.16713654,0.49057715,0.08333333,-312.21581512,184.40238377,9.57036037,10.67636624,35.46271854,13.27619319,7.82254592,10.14221370,7.25402550,8.44065883,5.54636747,0.18427169,0.97489059,-0.90103477,0.00673342,0.52027142,0.24825251,1.50864407,0.86586832,-1.19592054,-1.72724705,-1.42993545,-0.52193209,0.46874443,0.66212910,0.63984030,0.05485737,0.03296809,0.03388039,0.04416653,1.00000000,0.07582639,0.04881319,0.05969384,0.04704537,0.29870572,0.05265930,0.29357352
3.093333,0.06426962,0.80859893,906.05058710,1770.66922741,17.31508564,39.88962264,0.17181848,0.50942285,0.08333333,-316.38817693,182.08612675,10.76510855,12.86628181,38.97021982,13.65632357,3.55513783,4.16451896,0.58340603,2.76675284,2.32908754,0.22945867,3.26055405,-0.51145891,0.25914264,0.55682901,0.05332001,0.99720024,0.75586767,-1.14351939,-1.66589610,-0.79505635,-0.20051906,0.23261837,0.89968899,0.90462152,0.05389588,0.03480313,0.03562368,0.03546356,1.00000000,0.07388394,0.06063462,0.06412553,0.05055459,0.28071023,0.05293301,0.30368708
3.104000,0.06593797,0.85130335,880.50302206,1746.13893289,17.63143416,39.95429357,0.17067079,0.52826855,0.08333333,-319.86851400,182.07442157,15.34903382,17.49878390,44.14782127,15.11664921,-0.98815089,-1.49524342,-1.61541415,3.76841221,3.71226104,2.68492419,6.69516363,-0.35147180,0.47317741,0.53490564,-0.42398787,0.36929183,0.46356505,-0.87476876,-0.96741774,-0.29586311,-0.31705983,-0.09551572,0.72714999,0.83661927,0.04964917,0.03284310,0.03844051,0.03043781,1.00000000,0.07161445,0.06254741,0.06390348,0.05587749,0.26703176,0.05147400,0.31802205
3.114667,0.06520361,0.59775909,893.57596785,1732.23238019,17.80352225,40.62052403,0.17285602,0.54711425,0.08333333,-314.78897425,183.72692383,13.48718956,16.53145746,43.56519552,15.46005113,-6.03705361,-7.83388714,-3.00449458,4.83102479,6.74649275,4.21260933,7.83542872,-0.35112313,0.27517418,0.42114829,-0.27615584,0.27034459,0.30341137,-0.65314793,-0.46567403,0.19939748,0.02484238,-0.08432018,0.21362421,0.23882867,0.04549364,0.02564860,0.04043738,0.03595107,1.00000000,0.07202031,0.07076980,0.06456874,0.06008548,0.24999347,0.05951534,0.34030064
3.125333,0.06862914,0.63643239,963.16208662,1739.30126213,18.26783672,39.66193235,0.16548791,0.56595995,0.08333333,-313.76861750,184.30699360,9.65942311,10.46026358,40.96574681,16.15306677,-4.03401514,-6.66663386,-1.55447400,6.22263627,6.56798770,5.13863172,7.69377130,-0.44966678,-0.00375157,0.20298675,-0.39394038,-0.11186285,-0.03346359,-0.67668930,-0.23429704,0.73376025,0.54194134,0.07173847,-0.10962683,-0.60656773,0.04455541,0.02581671,0.03929486,0.03623870,1.00000000,0.07368390,0.07326316,0.06480455,0.06403564,0.23354753,0.06312869,0.36761089
3.136000,0.06666348,1.18619335,850.05897038,1678.20050697,16.08970087,40.47038763,0.17844885,0.58480565,0.08333333,-317.35557079,184.63811553,13.32712158,10.75107180,38.83301302,13.16124748,-1.13487187,3.89391684,8.61914133,9.60671012,4.11082837,2.15276016,4.55332239,-0.39098444,0.08464238,0.41763570,-0.37430879,-0.61740820,-0.20832782,-0.08048916,0.41458894,1.37077009,1.27524725,0.30846439,-0.43679036,-1.00131119,0.04395676,0.02412035,0.03774541,0.03704620,1.00000000,0.07372764,0.07117806,0.05994010,0.06228395,0.20065191,0.06372164,0.38555818
3.146667,0.06889001,0.77114404,911.74189533,1749.54847091,18.82208113,39.59584490,0.17106267,0.60365135,0.08333333,-320.17914346,182.47880050,12.91626155,9.23107848,37.14964924,13.51081439,1.03861592,5.82662079,7.74009272,7.84187085,3.63907616,0.38665942,3.04365564,-0.53583512,-0.07990460,0.42383924,-0.22562108,-0.67466834,-0.20672373,0.47472682,0.79699285,1.23568184,1.30981329,0.30337675,-0.86615289,-1.38377304,0.04263471,0.02815951,0.03695748,0.03650553,1.00000000,0.07201555,0.06757117,0.05752246,0.05861896,0.16921658,0.06332487,0.39562669
